  X         Y         Z       PDOP   TDOP   GDOP

-2148742.92    4426648.43    4044660.27    1.57    0.74    1.74

-2148742.30    4426647.93    4044660.90    1.57    0.74    1.74

-2148741.89    4426649.33    4044660.03    1.57    0.74    1.74

-2148741.94    4426650.65    4044660.21    1.57    0.74    1.74

-2148742.97    4426653.49    4044663.72    1.57    0.74    1.74

-2148742.77    4426651.99    4044661.54    1.57    0.74    1.74

-2148743.26    4426653.56    4044665.03    1.58    0.75    1.74

-2148743.52    4426650.46    4044663.72    1.58    0.75    1.74

-2148743.42    4426653.70    4044663.57    1.58    0.75    1.74

-2148744.21    4426654.28    4044664.26    1.58    0.75    1.74

-2148742.79    4426649.55    4044662.78    2.05    1.05    2.30

-2148741.74    4426647.10    4044660.70    2.05    1.06    2.31

-2148742.58    4426647.77    4044661.59    2.06    1.06    2.32

-2148742.86    4426647.09    4044661.57    2.06    1.07    2.32

-2148741.91    4426646.72    4044660.20    2.07    1.07    2.33

-2148742.52    4426647.83    4044660.62    2.08    1.08    2.34

-2148743.27    4426648.40    4044661.19    2.08    1.08    2.35

-2148741.53    4426646.48    4044660.11    2.09    1.09    2.35

-2148741.80    4426648.90    4044660.14    2.09    1.09    2.36

-2148741.21    4426647.94    4044660.78    2.10    1.09    2.37

-2148741.26    4426645.02    4044658.11    2.10    1.10    2.37

-2148743.51    4426648.94    4044661.51    2.11    1.10    2.38

-2148742.03    4426645.98    4044662.27    2.11    1.11    2.39

-2148741.80    4426647.32    4044659.59    2.12    1.11    2.39

-2148742.20    4426648.46    4044660.79    2.12    1.12    2.40

-2148742.20    4426648.92    4044661.40    2.13    1.12    2.41

-2148741.89    4426647.15    4044660.92    2.13    1.12    2.41

-2148740.07    4426646.91    4044659.58    2.14    1.13    2.42

-2148740.66    4426645.94    4044658.83    2.14    1.13    2.42

-2148740.91    4426646.31    4044657.94    2.15    1.13    2.43

-2148742.70    4426649.23    4044661.71    2.15    1.14    2.43

-2148741.03    4426645.73    4044657.75    2.16    1.14    2.44

-2148742.27    4426648.15    4044658.77    2.16    1.14    2.45

-2148741.28    4426646.75    4044658.93    2.17    1.15    2.45

-2148740.71    4426646.88    4044657.40    2.17    1.15    2.46

-2148741.64    4426647.33    4044656.07    2.17    1.15    2.46

-2148741.24    4426646.30    4044657.57    2.18    1.16    2.46

-2148740.47    4426644.70    4044658.83    2.18    1.16    2.47

-2148740.77    4426645.95    4044657.66    2.18    1.16    2.47

-2148741.39    4426645.29    4044660.42    2.19    1.16    2.48

-2148740.99    4426644.69    4044658.94    2.19    1.17    2.48

-2148740.76    4426647.49    4044659.09    2.19    1.17    2.48

-2148740.37    4426648.92    4044658.04    2.20    1.17    2.49

-2148740.96    4426646.78    4044659.27    2.20    1.17    2.49

-2148740.25    4426647.37    4044656.73    2.20    1.17    2.49

-2148739.51    4426645.30    4044657.11    2.20    1.18    2.50

-2148740.72    4426648.22    4044658.70    2.20    1.18    2.50

-2148740.44    4426645.45    4044657.10    2.21    1.18    2.50

-2148739.82    4426645.44    4044657.20    2.21    1.18    2.50

-2148740.72    4426645.54    4044659.65    2.21    1.18    2.51

-2148740.09    4426646.54    4044657.76    2.21    1.18    2.51

-2148740.29    4426648.82    4044657.93    2.21    1.18    2.51

-2148739.16    4426644.05    4044656.83    2.21    1.18    2.51

-2148741.22    4426646.11    4044658.56    2.21    1.19    2.51

-2148741.68    4426646.96    4044657.20    2.21    1.19    2.51

-2148743.15    4426645.61    4044659.25    2.22    1.19    2.51

-2148741.96    4426645.88    4044657.54    2.22    1.19    2.51

-2148739.10    4426644.21    4044656.47    2.22    1.19    2.51

-2148741.00    4426646.90    4044657.61    2.21    1.19    2.51

-2148742.30    4426648.67    4044657.72    2.21    1.19    2.51

-2148738.98    4426643.66    4044654.34    2.21    1.19    2.51

-2148740.38    4426642.90    4044656.67    2.21    1.19    2.51

-2148740.75    4426644.39    4044656.98    2.21    1.19    2.51

-2148739.67    4426646.07    4044656.75    2.21    1.18    2.51

-2148740.04    4426644.65    4044655.05    2.21    1.18    2.51

-2148738.45    4426643.45    4044655.95    2.21    1.18    2.50

-2148739.28    4426645.35    4044657.30    2.21    1.18    2.50

-2148739.30    4426644.65    4044658.01    2.20    1.18    2.50

-2148739.73    4426642.42    4044655.90    2.20    1.18    2.50

-2148739.92    4426645.89    4044656.19    2.20    1.18    2.49

-2148739.21    4426646.37    4044657.83    2.20    1.17    2.49

-2148740.10    4426646.51    4044657.84    2.19    1.17    2.49

-2148740.26    4426645.94    4044656.86    2.19    1.17    2.48

-2148739.40    4426645.10    4044657.06    2.19    1.17    2.48

-2148740.96    4426648.66    4044656.56    2.19    1.17    2.48

-2148739.23    4426642.66    4044655.47    2.18    1.16    2.47

-2148741.11    4426648.57    4044656.73    2.18    1.16    2.47

-2148739.30    4426646.68    4044655.68    2.17    1.16    2.46

-2148741.20    4426646.74    4044656.34    2.17    1.16    2.46

-2148739.39    4426643.50    4044656.29    2.17    1.15    2.45

-2148742.01    4426647.98    4044658.73    2.16    1.15    2.45

-2148741.79    4426646.85    4044656.83    2.16    1.15    2.44

-2148740.42    4426645.39    4044655.92    2.15    1.14    2.44

-2148739.83    4426644.29    4044657.73    2.15    1.14    2.43

-2148739.81    4426645.82    4044656.02    2.14    1.14    2.43

-2148739.93    4426645.77    4044656.49    2.14    1.13    2.42

-2148738.56    4426644.05    4044656.55    2.13    1.13    2.41

-2148741.17    4426645.71    4044657.62    2.13    1.13    2.41

-2148739.90    4426646.80    4044655.94    2.12    1.12    2.40

-2148740.41    4426645.67    4044656.18    2.12    1.12    2.39

-2148738.97    4426644.84    4044656.75    2.11    1.11    2.39

-2148739.22    4426643.88    4044656.32    2.11    1.11    2.38

-2148740.75    4426647.80    4044655.98    2.10    1.11    2.37

-2148739.37    4426643.70    4044655.90    2.10    1.10    2.37

-2148740.31    4426645.84    4044657.10    2.09    1.10    2.36

-2148738.44    4426644.29    4044656.20    2.08    1.09    2.35

-2148739.74    4426645.25    4044655.69    2.08    1.09    2.34

-2148740.13    4426644.53    4044656.89    2.07    1.08    2.34

-2148740.73    4426646.00    4044656.61    2.06    1.08    2.33

-2148740.23    4426644.39    4044656.31    2.06    1.07    2.32

-2148740.08    4426647.63    4044655.09    2.05    1.07    2.31

-2148739.40    4426646.16    4044654.92    2.04    1.06    2.31

-2148739.70    4426645.14    4044654.85    2.04    1.06    2.30

-2148740.80    4426644.72    4044654.40    2.03    1.05    2.29

-2148740.00    4426646.50    4044655.42    2.02    1.05    2.28

-2148740.37    4426647.75    4044656.06    2.02    1.04    2.27

-2148739.31    4426647.20    4044656.25    2.01    1.04    2.26

-2148740.12    4426644.41    4044655.34    2.00    1.03    2.26

-2148740.00    4426646.47    4044655.93    2.00    1.03    2.25

-2148739.87    4426647.41    4044656.89    1.99    1.02    2.24

-2148740.34    4426646.93    4044655.92    1.98    1.02    2.23

-2148740.96    4426647.37    4044656.07    1.98    1.01    2.22

-2148739.37    4426647.02    4044656.90    1.97    1.01    2.21

-2148739.97    4426649.48    4044656.41    1.96    1.00    2.20

-2148742.47    4426648.45    4044657.36    1.23    0.60    1.37

-2148742.62    4426646.83    4044657.15    1.62    0.77    1.79

-2148745.05    4426649.78    4044656.06    1.61    0.76    1.78

-2148744.72    4426647.51    4044655.81    1.61    0.76    1.78

-2148744.15    4426649.12    4044658.50    1.60    0.75    1.77

-2148742.62    4426649.17    4044659.46    1.60    0.75    1.76

-2148744.58    4426650.68    4044659.55    1.59    0.74    1.76

-2148742.34    4426649.24    4044657.75    1.58    0.74    1.75

-2148744.00    4426648.04    4044658.04    1.58    0.74    1.74

-2148742.92    4426648.88    4044657.22    1.57    0.73    1.73

-2148744.13    4426647.56    4044656.02    1.57    0.73    1.73

-2148742.66    4426645.45    4044656.14    1.56    0.72    1.72

-2148744.38    4426647.23    4044655.95    1.55    0.72    1.71

-2148743.98    4426647.51    4044656.97    1.55    0.72    1.71

-2148744.30    4426650.49    4044657.44    1.54    0.71    1.70

-2148745.06    4426651.57    4044658.12    1.54    0.71    1.69

-2148743.66    4426649.20    4044657.44    1.53    0.70    1.69

-2148743.09    4426647.68    4044657.01    1.53    0.70    1.68

-2148743.23    4426646.66    4044655.85    1.52    0.69    1.67

-2148743.42    4426649.30    4044657.14    1.51    0.69    1.66

-2148742.86    4426649.34    4044658.22    1.51    0.69    1.66

-2148744.71    4426648.54    4044657.10    1.50    0.68    1.65

-2148745.00    4426645.25    4044656.97    1.50    0.68    1.64

-2148744.54    4426648.72    4044659.34    1.49    0.67    1.64

-2148744.03    4426650.39    4044656.23    1.49    0.67    1.63

-2148744.21    4426648.94    4044656.96    1.48    0.67    1.62

-2148743.57    4426649.69    4044655.11    1.48    0.66    1.62

-2148743.76    4426647.24    4044656.70    1.47    0.66    1.61

-2148741.82    4426642.51    4044656.86    1.46    0.65    1.60

-2148749.13    4426655.18    4044662.65    1.35    0.58    1.47

-2148751.41    4426654.19    4044661.95    1.35    0.58    1.47

-2148751.89    4426657.67    4044660.64    1.35    0.58    1.47

-2148749.13    4426652.71    4044659.64    1.34    0.58    1.46

-2148750.27    4426658.07    4044665.24    1.34    0.57    1.46

-2148749.56    4426653.04    4044658.92    1.34    0.57    1.46

-2148748.96    4426651.96    4044661.90    1.34    0.57    1.45

-2148748.41    4426653.67    4044661.39    1.33    0.57    1.45

-2148748.95    4426656.15    4044661.99    1.33    0.57    1.44

-2148748.94    4426654.18    4044659.56    1.33    0.56    1.44

-2148747.87    4426653.72    4044662.22    1.32    0.56    1.44

-2148748.60    4426652.01    4044658.36    1.32    0.56    1.43

-2148748.02    4426653.65    4044658.50    1.32    0.56    1.43

-2148748.60    4426651.19    4044658.70    1.31    0.55    1.42

-2148748.44    4426655.71    4044660.43    1.31    0.55    1.42

-2148753.91    4426657.26    4044664.04    1.25    0.51    1.35

-2148752.39    4426653.15    4044664.27    1.24    0.50    1.34

-2148752.64    4426654.68    4044665.88    1.24    0.50    1.34

-2148754.36    4426652.09    4044661.21    1.24    0.50    1.34

-2148753.10    4426655.68    4044661.57    1.24    0.50    1.33

-2148751.38    4426657.01    4044663.40    1.24    0.50    1.33

-2148752.70    4426657.42    4044661.57    1.23    0.50    1.33

-2148752.96    4426657.42    4044658.60    1.23    0.49    1.33

-2148750.43    4426656.49    4044664.73    1.23    0.49    1.32

-2148750.10    4426655.27    4044662.23    1.23    0.49    1.32

-2148751.28    4426655.33    4044661.75    1.22    0.49    1.32

-2148749.57    4426654.12    4044663.71    1.22    0.49    1.32

-2148749.71    4426656.29    4044663.04    1.22    0.49    1.31

-2148751.21    4426652.79    4044659.93    1.22    0.48    1.31

-2148751.78    4426655.08    4044663.13    1.22    0.48    1.31

-2148750.71    4426653.77    4044661.44    1.21    0.48    1.30

-2148749.44    4426655.32    4044661.94    1.21    0.48    1.30

-2148751.08    4426653.72    4044660.83    1.21    0.48    1.30

-2148750.64    4426654.47    4044660.59    1.21    0.47    1.30

-2148749.07    4426655.90    4044663.59    1.20    0.47    1.29

-2148748.60    4426653.69    4044662.78    1.20    0.47    1.29

-2148747.65    4426652.74    4044666.08    1.20    0.47    1.29

-2148749.44    4426657.08    4044661.87    1.20    0.47    1.28

-2148750.51    4426656.53    4044661.14    1.19    0.47    1.28

-2148748.24    4426658.72    4044664.16    1.19    0.46    1.28

-2148748.39    4426662.41    4044666.05    1.40    0.59    1.52

-2148748.36    4426660.30    4044663.08    1.40    0.58    1.52

-2148747.70    4426661.49    4044664.59    1.40    0.58    1.52

-2148750.46    4426661.22    4044666.16    1.40    0.58    1.52

-2148749.63    4426661.31    4044666.67    1.40    0.58    1.51

-2148749.63    4426663.65    4044666.33    1.40    0.58    1.51

-2148749.53    4426661.44    4044664.56    1.40    0.58    1.51

-2148748.03    4426663.22    4044666.63    1.40    0.58    1.51

-2148747.57    4426662.85    4044665.03    1.39    0.58    1.51

-2204130.61    5941547.93    -2341856.29    1.36    0.56    1.47

-2148746.81    4426658.60    4044666.53    1.39    0.57    1.51

-2148746.12    4426661.17    4044669.80    1.39    0.57    1.50

-2148746.92    4426660.49    4044669.27    1.39    0.57    1.50

-2148747.44    4426659.26    4044661.32    2.16    1.15    2.44

-2148746.39    4426656.95    4044656.56    2.14    1.14    2.43

-2148748.98    4426658.23    4044660.56    2.13    1.13    2.42

-2148749.44    4426657.22    4044656.40    2.12    1.13    2.40

-2148748.83    4426658.21    4044660.79    2.11    1.12    2.39

-2148749.41    4426658.71    4044662.71    2.10    1.11    2.38

-5275618.97    422679.08    -12232027.86    1.55    0.73    1.72

-5284342.05    494342.76    -12148682.56    1.56    0.74    1.72

-2148748.15    4426655.48    4044657.98    2.07    1.09    2.34

-5302945.26    643735.07    -11975261.98    1.56    0.74    1.72

-10203630.84    -5005819.02    -36508495.79    1.56    0.74    1.72

-2148746.19    4426659.27    4044666.20    1.56    0.74    1.72

-2148746.81    4426659.40    4044667.83    1.56    0.74    1.72

-2148746.89    4426656.59    4044667.23    1.56    0.74    1.73

-2148748.38    4426655.66    4044662.32    1.56    0.74    1.73

-2148747.17    4426656.01    4044661.34    1.56    0.74    1.73

-2148746.02    4426657.09    4044665.49    1.56    0.74    1.73

-2148745.71    4426655.53    4044660.25    1.56    0.74    1.73

-2148746.08    4426655.58    4044664.26    1.56    0.74    1.73

-2148746.85    4426656.32    4044663.25    1.56    0.74    1.73

-2148747.28    4426653.53    4044659.61    1.56    0.74    1.73

-2148746.94    4426652.83    4044660.07    1.56    0.74    1.73

-2148746.69    4426655.19    4044661.35    1.56    0.74    1.73

-2148746.07    4426655.05    4044659.45    1.56    0.74    1.73

-2148748.27    4426655.58    4044661.94    1.56    0.74    1.73

-2148746.43    4426654.84    4044659.78    1.56    0.74    1.73

-2148746.83    4426652.28    4044659.85    1.56    0.74    1.73

-2148746.26    4426654.75    4044657.76    1.56    0.74    1.73

-2148747.76    4426654.24    4044661.94    1.56    0.74    1.73

-2148747.00    4426652.38    4044660.51    1.56    0.74    1.73

-2148745.71    4426651.99    4044659.42    1.56    0.74    1.72

-2148746.58    4426653.53    4044661.44    1.56    0.73    1.72

-2148747.60    4426652.67    4044660.30    1.56    0.73    1.72

-2148744.97    4426653.32    4044662.34    1.56    0.73    1.72

-2148747.28    4426652.52    4044662.25    1.56    0.73    1.72

-2148745.57    4426653.72    4044661.34    1.56    0.73    1.72

-2148747.46    4426652.25    4044659.47    1.55    0.73    1.72

-2148747.09    4426651.66    4044660.36    1.55    0.73    1.72

-2148746.03    4426651.82    4044656.48    1.55    0.73    1.71

-2148746.29    4426653.09    4044658.59    1.55    0.73    1.71

-2148747.62    4426652.46    4044656.82    1.55    0.73    1.71

-2148746.35    4426650.30    4044656.68    1.55    0.73    1.71

-2148746.93    4426651.60    4044659.96    1.55    0.73    1.71

-2148744.97    4426649.42    4044657.70    1.54    0.72    1.71

-2148747.12    4426653.83    4044659.62    1.54    0.72    1.70

-2148746.25    4426650.28    4044657.39    1.54    0.72    1.70

-2148746.25    4426653.82    4044657.69    1.54    0.72    1.70

-2148745.58    4426647.76    4044656.94    1.54    0.72    1.70

-2148746.24    4426653.26    4044659.62    1.53    0.72    1.69

-2148746.89    4426650.90    4044657.52    1.53    0.72    1.69

-2148746.28    4426649.31    4044657.03    1.53    0.71    1.69

-2148746.42    4426651.04    4044657.68    1.53    0.71    1.69

-2148746.41    4426647.69    4044655.98    1.53    0.71    1.68

-2148746.30    4426650.81    4044656.47    1.52    0.71    1.68

-2148746.68    4426649.35    4044658.11    1.52    0.71    1.68

-2148746.97    4426651.90    4044658.94    1.52    0.71    1.68

-2148749.52    4426649.22    4044660.18    1.52    0.71    1.67

-2148747.29    4426652.43    4044659.00    1.51    0.70    1.67

-2148747.94    4426650.56    4044659.81    1.51    0.70    1.67

-2148746.24    4426653.48    4044660.63    1.51    0.70    1.66

-2148746.82    4426653.05    4044660.24    1.51    0.70    1.66

-2148748.07    4426649.69    4044657.29    1.50    0.70    1.66

-2148747.57    4426650.02    4044658.94    1.50    0.69    1.65

-2148748.81    4426651.05    4044659.00    1.50    0.69    1.65

-2148746.96    4426648.39    4044654.74    1.49    0.69    1.65

-2148745.32    4426643.76    4044657.09    1.49    0.69    1.64

-2148746.11    4426648.29    4044658.14    1.49    0.69    1.64

-2148748.25    4426647.86    4044658.44    1.48    0.69    1.63

-2148747.79    4426652.77    4044658.07    1.48    0.68    1.63

-2148745.83    4426649.59    4044655.60    1.48    0.68    1.63

-2148747.74    4426651.87    4044655.99    1.47    0.68    1.62

-2148747.47    4426649.36    4044657.06    1.52    0.71    1.67

-2148744.10    4426650.30    4044657.08    1.51    0.71    1.67

-2148746.99    4426649.58    4044655.82    1.51    0.71    1.67

-2148747.75    4426650.89    4044653.93    1.51    0.71    1.66

-2148749.14    4426650.86    4044657.50    1.50    0.70    1.66

-2148746.79    4426649.09    4044656.43    1.50    0.70    1.66

-2148748.29    4426647.71    4044655.91    1.50    0.70    1.65

-2148746.72    4426648.36    4044656.35    1.49    0.70    1.65

-2148748.03    4426655.87    4044658.43    1.49    0.70    1.65

-2148745.69    4426647.05    4044656.49    1.49    0.70    1.64

-2148746.68    4426647.39    4044657.28    1.49    0.69    1.64

-2148746.15    4426652.09    4044657.33    1.48    0.69    1.64

-2148747.33    4426646.58    4044657.00    1.48    0.69    1.63

-2148747.72    4426652.72    4044658.31    1.48    0.69    1.63

-2148749.25    4426654.55    4044663.75    1.58    0.77    1.76

-2148746.10    4426649.37    4044659.91    1.58    0.76    1.76

-2148748.31    4426651.24    4044658.13    1.58    0.76    1.75

-2148749.53    4426652.63    4044660.69    1.58    0.76    1.75

-2148747.29    4426652.84    4044660.50    1.57    0.76    1.75

-2148747.09    4426649.96    4044658.16    1.57    0.76    1.75

-2148747.61    4426654.20    4044659.90    1.57    0.76    1.74

-2148748.78    4426650.58    4044660.76    1.57    0.76    1.74

-2148747.54    4426652.82    4044658.00    1.57    0.76    1.74

-2148748.53    4426652.25    4044659.82    1.56    0.75    1.74

-2148748.01    4426651.08    4044659.17    1.56    0.75    1.73

5596690.79    1381974.48    -8929248.32    1.50    0.71    1.66

5634607.60    1367142.52    -8988272.27    1.50    0.71    1.66

-2148742.02    4426650.14    4044651.29    1.82    0.95    2.05

-2148741.75    4426644.92    4044651.89    1.82    0.95    2.05

-2148742.82    4426649.37    4044653.99    1.82    0.95    2.06

-2148743.28    4426657.32    4044653.63    2.38    1.31    2.72

-2148743.14    4426655.35    4044654.86    2.40    1.33    2.74

-2148742.20    4426657.61    4044652.03    2.41    1.33    2.75

-2148741.44    4426654.41    4044649.93    2.41    1.34    2.76

-2148743.44    4426657.76    4044652.42    2.42    1.34    2.77

-2148742.93    4426656.64    4044653.22    2.42    1.34    2.77

-2148741.74    4426660.50    4044653.19    2.43    1.35    2.78

-2148742.33    4426656.33    4044651.74    2.43    1.35    2.78

-2148741.52    4426656.85    4044652.37    2.44    1.35    2.79

-2148744.07    4426657.05    4044654.02    2.44    1.36    2.79

-2148742.86    4426658.17    4044653.69    2.45    1.36    2.80

-2148741.72    4426659.23    4044651.95    2.45    1.36    2.80

-2148743.33    4426656.91    4044652.45    2.45    1.37    2.81

-2148741.93    4426652.00    4044651.66    2.46    1.37    2.81

-2148743.39    4426654.42    4044651.14    2.46    1.37    2.82

-2148743.19    4426658.74    4044651.04    2.47    1.38    2.83

-2148741.40    4426656.79    4044650.84    2.47    1.38    2.83

-2148742.88    4426656.89    4044652.73    2.48    1.38    2.84

-2148741.55    4426654.63    4044647.34    2.50    1.40    2.86

-2148741.71    4426659.25    4044648.22    2.50    1.40    2.87

-2148741.10    4426656.38    4044650.31    2.51    1.40    2.87

-2148740.83    4426654.89    4044650.47    2.52    1.41    2.89

-2148740.75    4426653.90    4044649.60    2.52    1.41    2.89

-2148741.23    4426654.85    4044649.27    2.53    1.42    2.90

-2148739.83    4426658.09    4044651.22    2.53    1.42    2.90

-2148740.55    4426652.59    4044648.03    2.53    1.42    2.90

-2148740.54    4426659.09    4044648.74    2.54    1.42    2.91

-2148740.62    4426659.98    4044649.82    2.54    1.43    2.91

-2148740.24    4426659.81    4044648.70    2.54    1.43    2.92

-2148739.59    4426656.24    4044647.30    2.55    1.43    2.92

-2148738.99    4426660.56    4044650.91    2.55    1.43    2.92

-2148739.97    4426652.53    4044647.19    2.55    1.43    2.93

-2148739.79    4426655.42    4044647.91    2.55    1.44    2.93

-2148739.77    4426658.84    4044649.53    2.56    1.44    2.93

-2148739.35    4426654.79    4044646.66    2.56    1.44    2.94

-2148739.71    4426652.38    4044646.35    2.56    1.44    2.94

-2148739.28    4426656.41    4044648.75    2.57    1.44    2.94

-2148739.55    4426659.76    4044648.97    2.57    1.44    2.95

-2148739.72    4426656.50    4044647.23    2.57    1.45    2.95

-2148739.69    4426660.38    4044647.16    2.57    1.45    2.95

-2148738.90    4426658.02    4044646.13    2.58    1.45    2.96

-2148738.37    4426655.38    4044646.61    2.58    1.45    2.96

-2148738.38    4426654.63    4044645.18    2.58    1.45    2.96

-2148738.76    4426661.20    4044647.84    2.58    1.45    2.96

-2148738.67    4426661.35    4044648.80    2.59    1.45    2.97

-2148738.52    4426657.79    4044648.55    2.59    1.45    2.97

-1345716.65    -1742367.53    3984102.09    1.35    0.73    1.54

-2148741.77    4426659.20    4044660.01    1.76    0.93    2.00

-2148740.68    4426656.59    4044658.45    1.77    0.94    2.00

-2148741.84    4426658.92    4044657.59    1.77    0.94    2.00

-2148743.27    4426660.81    4044658.20    1.77    0.94    2.01

-962034.23    -2344049.89    4059026.37    1.74    0.93    1.97

-950696.51    -2335773.43    4072016.18    1.75    0.93    1.98

-2148741.70    4426659.65    4044658.79    1.78    0.95    2.02

958880.70    -12746022.48    4181766.16    1.75    0.93    1.99

-2148741.52    4426655.83    4044657.33    1.76    0.94    1.99

-2148740.81    4426656.00    4044659.27    1.76    0.94    1.99

-2148741.88    4426656.02    4044655.54    1.76    0.94    2.00

-2148742.08    4426657.96    4044658.35    1.76    0.95    2.00

-2148740.17    4426653.37    4044655.13    1.77    0.95    2.00

-2148741.31    4426656.68    4044657.10    1.77    0.95    2.01

-2148738.34    4426653.75    4044656.36    1.77    0.95    2.01

-2148740.14    4426654.58    4044655.44    1.77    0.96    2.01

-2148740.54    4426656.13    4044657.88    1.77    0.96    2.02

-2148740.19    4426656.68    4044657.46    1.78    0.96    2.02

-2148740.04    4426655.74    4044655.43    1.78    0.96    2.02

-2148740.95    4426655.69    4044655.43    1.78    0.96    2.02

-2148740.39    4426654.82    4044655.76    1.78    0.97    2.02

-2148740.80    4426655.81    4044654.44    1.78    0.97    2.03

-2148740.42    4426654.70    4044655.23    1.78    0.97    2.03

-2148737.41    4426650.32    4044653.40    1.95    1.10    2.24

-2148738.03    4426652.01    4044654.62    1.96    1.11    2.25

-2148737.46    4426651.10    4044654.14    1.96    1.11    2.25

-2148736.96    4426649.46    4044654.36    1.96    1.11    2.25

-2148738.53    4426652.71    4044655.85    1.96    1.11    2.26

-2148739.60    4426655.25    4044658.30    1.96    1.12    2.26

-2148737.59    4426649.69    4044654.85    1.97    1.12    2.26

-2148738.00    4426650.86    4044652.78    1.97    1.12    2.26

-2148736.00    4426648.82    4044650.81    1.97    1.12    2.27

-2148737.27    4426650.43    4044651.18    1.97    1.12    2.27

-2148738.09    4426652.00    4044651.14    1.97    1.13    2.27

-2148735.86    4426649.58    4044649.43    1.97    1.13    2.27

-2148737.84    4426652.25    4044653.05    1.97    1.13    2.27

-2148736.56    4426650.75    4044655.25    1.97    1.13    2.27

-2148736.59    4426650.47    4044651.43    1.97    1.13    2.27

-2148738.02    4426650.45    4044654.18    1.97    1.13    2.27

-2148737.72    4426649.82    4044654.18    1.97    1.13    2.27

-2148736.86    4426649.63    4044654.90    1.97    1.13    2.27

-2148736.66    4426650.25    4044650.96    1.97    1.14    2.27

-2148738.36    4426651.79    4044656.09    1.97    1.14    2.27

-2148738.12    4426651.62    4044654.11    1.97    1.14    2.27

-2148736.81    4426651.05    4044654.46    1.97    1.14    2.27

-2148738.07    4426653.67    4044657.48    1.97    1.14    2.27

-2148737.17    4426651.41    4044652.42    1.96    1.14    2.27

-2148736.49    4426649.80    4044652.73    1.96    1.14    2.27

-2148736.96    4426651.56    4044651.30    1.96    1.14    2.27

-2148738.47    4426654.73    4044655.64    1.96    1.14    2.27

-2148738.86    4426653.63    4044659.53    1.96    1.14    2.26

-2148736.57    4426651.54    4044655.66    1.96    1.14    2.26

-2148735.97    4426649.48    4044651.18    1.95    1.13    2.26

-2148737.57    4426653.44    4044657.22    1.95    1.13    2.26

-2148735.97    4426650.14    4044654.73    1.95    1.13    2.25

-2148738.30    4426652.53    4044656.35    1.95    1.13    2.25

-2148736.04    4426649.05    4044652.57    1.94    1.13    2.25

-2148737.22    4426652.27    4044654.20    1.94    1.13    2.24

-2148737.49    4426653.55    4044658.42    1.94    1.13    2.24

-2148738.02    4426651.74    4044655.81    1.93    1.13    2.24

-2148736.22    4426650.47    4044653.57    1.93    1.13    2.23

-2148736.43    4426650.42    4044655.25    1.93    1.12    2.23

-2148738.31    4426651.62    4044656.79    1.92    1.12    2.23

-2148737.33    4426650.98    4044653.51    1.92    1.12    2.22

-2148736.49    4426650.32    4044652.42    2.38    1.46    2.79

-2148734.37    4426647.30    4044650.69    2.38    1.46    2.79

-2148737.29    4426650.15    4044651.21    2.38    1.47    2.80

-2148735.41    4426649.03    4044650.87    2.38    1.47    2.80

-2148734.27    4426649.07    4044651.31    2.39    1.47    2.80

-2148736.02    4426649.28    4044650.54    2.39    1.47    2.81

-2148733.19    4426646.01    4044649.99    2.39    1.48    2.81

-2148736.09    4426650.99    4044651.51    2.39    1.48    2.81

-2148734.95    4426648.00    4044650.76    2.39    1.48    2.82

-2148735.35    4426647.37    4044650.69    2.40    1.48    2.82

-2148735.16    4426648.45    4044650.61    2.40    1.48    2.82

-2148735.24    4426648.28    4044650.69    2.40    1.48    2.82

-2148737.39    4426652.44    4044652.15    2.40    1.48    2.82

-2148733.81    4426646.50    4044648.79    2.40    1.48    2.82

-2148734.07    4426647.32    4044649.08    2.40    1.49    2.82

-2148734.32    4426647.29    4044648.77    2.40    1.49    2.82

-2148738.83    4426653.22    4044653.29    2.39    1.48    2.82

-2148734.91    4426648.36    4044649.84    2.39    1.48    2.82

-2148732.40    4426646.41    4044647.94    2.39    1.48    2.81

-2148735.48    4426648.75    4044649.45    2.39    1.48    2.81

-2148734.25    4426648.64    4044650.46    2.39    1.48    2.81

-2148741.94    4426656.34    4044654.84    1.91    1.08    2.19

-2148742.01    4426652.96    4044655.55    1.91    1.08    2.20

-2148740.67    4426652.68    4044654.30    1.91    1.08    2.20

-2148741.00    4426650.65    4044654.39    1.92    1.08    2.20

-2148739.45    4426650.92    4044652.83    1.92    1.09    2.20

-2148740.91    4426651.30    4044653.62    1.92    1.09    2.21

-2148741.30    4426651.14    4044653.83    1.92    1.09    2.21

