  X         Y         Z       PDOP   TDOP   GDOP
-2148757.74    4426664.73    4044664.39    1.69    0.91    1.92

-2148757.03    4426666.37    4044666.39    1.68    0.91    1.91

-2148755.04    4426663.12    4044664.37    1.68    0.91    1.91

-2148756.85    4426663.21    4044665.19    1.67    0.90    1.90

-2148755.44    4426662.74    4044663.98    1.67    0.90    1.90

-2148756.48    4426662.32    4044663.79    1.66    0.90    1.89

-2148755.11    4426660.64    4044662.53    1.66    0.90    1.88

-2148754.17    4426662.83    4044664.47    1.65    0.89    1.88

-2148753.35    4426663.11    4044663.28    1.65    0.89    1.87

-2148752.70    4426660.97    4044664.02    1.64    0.89    1.87

-2148753.27    4426661.97    4044662.05    1.64    0.89    1.86

-2148752.92    4426661.90    4044663.11    1.64    0.88    1.86

-2148752.18    4426661.87    4044661.91    1.63    0.88    1.85

-2148755.27    4426663.44    4044664.27    1.63    0.88    1.85

-2148752.88    4426659.97    4044660.77    1.62    0.88    1.84

-2148754.03    4426659.50    4044662.54    1.62    0.87    1.84

-2148750.20    4426660.44    4044662.78    1.61    0.87    1.84

-2148750.55    4426658.60    4044660.12    1.61    0.87    1.83

-2148753.70    4426657.05    4044660.11    1.61    0.87    1.83

-2148751.99    4426657.84    4044659.16    1.60    0.87    1.82

-2148750.67    4426661.26    4044662.68    1.60    0.86    1.82

-2148749.01    4426655.88    4044659.17    1.59    0.86    1.81

-2148752.01    4426659.82    4044661.19    1.59    0.86    1.81

-2148752.60    4426660.32    4044662.14    1.59    0.86    1.80

-2148750.49    4426662.08    4044663.86    1.58    0.85    1.80

-2148753.41    4426660.33    4044662.02    1.58    0.85    1.79

-2148751.28    4426661.92    4044662.17    1.58    0.85    1.79

-2148751.18    4426660.35    4044663.98    1.57    0.85    1.79

-2148753.29    4426660.83    4044662.99    1.57    0.84    1.78

-2148752.56    4426664.57    4044663.69    1.56    0.84    1.78

-2148752.55    4426664.60    4044663.88    1.56    0.84    1.77

-2148752.36    4426665.78    4044664.09    1.56    0.84    1.77

-2148752.88    4426660.40    4044661.23    1.55    0.84    1.76

-2148752.87    4426661.24    4044662.35    1.55    0.83    1.76

-2148752.39    4426662.58    4044661.76    1.55    0.83    1.76

-2148752.95    4426664.01    4044663.65    1.54    0.83    1.75

-2148751.90    4426664.80    4044663.00    1.54    0.83    1.75

-2148751.53    4426660.65    4044663.07    1.54    0.83    1.75

-2148752.72    4426664.49    4044662.20    1.54    0.82    1.74

-2148751.88    4426666.02    4044665.31    1.53    0.82    1.74

-2148751.41    4426657.50    4044661.24    1.85    1.06    2.13

-2148752.70    4426657.44    4044658.60    1.85    1.06    2.13

-2148751.00    4426657.30    4044660.34    1.85    1.06    2.13

-2148750.75    4426657.36    4044660.55    1.85    1.05    2.13

-2148751.13    4426657.35    4044661.39    1.84    1.05    2.12

-2148749.44    4426654.89    4044657.33    1.84    1.05    2.12

-2148750.34    4426654.67    4044658.79    1.84    1.05    2.12

-2148749.60    4426654.21    4044657.53    1.83    1.05    2.11

-2148750.20    4426654.92    4044659.70    1.83    1.04    2.11

-2148750.79    4426657.71    4044661.05    1.83    1.04    2.11

-2148750.80    4426654.35    4044658.14    1.83    1.04    2.10

-2148749.74    4426652.94    4044656.67    1.82    1.04    2.10

-2148750.79    4426655.25    4044660.06    1.82    1.03    2.10

-2148750.63    4426655.56    4044661.60    1.82    1.03    2.09

-2148751.51    4426654.27    4044658.23    1.82    1.03    2.09

-2148751.60    4426654.34    4044659.11    1.81    1.03    2.09

-2148750.27    4426654.97    4044660.33    1.81    1.03    2.08

-2148749.60    4426653.55    4044658.75    1.81    1.02    2.08

-2148750.13    4426655.16    4044659.47    1.81    1.02    2.08

-2148747.92    4426654.24    4044659.97    1.81    1.02    2.07

-2148749.33    4426654.40    4044661.16    1.80    1.02    2.07

-2148750.66    4426655.90    4044661.26    1.80    1.01    2.07

-2148748.92    4426654.12    4044660.04    1.80    1.01    2.06

-2148748.35    4426653.89    4044660.63    1.80    1.01    2.06

-2148749.48    4426654.29    4044657.78    1.79    1.01    2.06

-2148751.25    4426653.56    4044657.94    1.79    1.01    2.05

-2148750.40    4426654.79    4044661.26    1.79    1.00    2.05

-2148749.94    4426653.19    4044656.95    1.79    1.00    2.05

-2148748.51    4426653.00    4044658.35    1.79    1.00    2.05

-2148748.49    4426651.42    4044654.75    1.78    1.00    2.04

-2148748.74    4426652.76    4044657.44    1.78    0.99    2.04

-2148748.90    4426651.68    4044656.81    1.78    0.99    2.04

-2148750.40    4426654.31    4044660.44    1.78    0.99    2.03

-2148748.44    4426652.62    4044660.73    1.77    0.99    2.03

-2148748.66    4426651.74    4044656.93    1.77    0.98    2.03

-2148748.22    4426650.71    4044656.34    1.77    0.98    2.03

-2148748.60    4426652.90    4044660.45    1.77    0.98    2.02

-2148747.85    4426651.81    4044657.26    1.77    0.98    2.02

-2148749.52    4426655.65    4044662.16    1.76    0.98    2.02

-2148747.34    4426650.28    4044655.62    1.76    0.97    2.01

-2148747.28    4426653.36    4044659.60    1.76    0.97    2.01

-2148747.25    4426651.58    4044657.17    1.76    0.97    2.01

-2148748.10    4426653.79    4044661.68    1.76    0.97    2.00

-2148747.88    4426650.75    4044657.57    1.76    0.96    2.00

-2148747.45    4426651.86    4044657.50    1.75    0.96    2.00

-2148748.11    4426653.23    4044660.84    1.75    0.96    2.00

-2148748.18    4426654.13    4044662.12    1.75    0.96    1.99

-2148747.55    4426652.41    4044660.09    1.75    0.95    1.99

-2148749.17    4426653.82    4044663.30    1.75    0.95    1.99

-2148748.37    4426653.84    4044663.33    1.74    0.95    1.99

-2148747.82    4426653.14    4044661.31    1.74    0.95    1.98

-2148745.77    4426649.74    4044660.24    1.74    0.94    1.98

-2148746.90    4426652.01    4044661.64    1.74    0.94    1.98

-2148747.49    4426651.06    4044659.01    1.74    0.94    1.97

-2148746.84    4426651.45    4044661.83    1.73    0.94    1.97

-2148747.56    4426654.04    4044662.62    1.73    0.93    1.97

-2148746.45    4426650.83    4044659.01    1.73    0.93    1.97

-2148748.52    4426651.28    4044660.22    1.73    0.93    1.96

-2148746.91    4426653.30    4044663.89    1.73    0.93    1.96

-2148746.59    4426652.37    4044659.76    1.73    0.92    1.96

-2148747.07    4426652.21    4044664.00    1.72    0.92    1.96

-2148747.00    4426651.29    4044659.18    1.72    0.92    1.95

-2148749.10    4426654.37    4044665.04    1.72    0.92    1.95

-2148746.62    4426651.33    4044661.33    1.72    0.91    1.95

-2148746.24    4426653.17    4044662.50    1.72    0.91    1.94

-2148747.35    4426655.24    4044665.22    1.72    0.91    1.94

-2148747.06    4426651.05    4044663.24    1.71    0.91    1.94

-2148748.16    4426654.00    4044665.80    1.71    0.90    1.94

-2148745.00    4426647.65    4044656.41    2.22    1.37    2.61

-2148745.95    4426647.64    4044655.64    2.21    1.36    2.60

-2148746.90    4426648.15    4044655.84    2.21    1.35    2.59

-2148745.01    4426646.93    4044655.95    2.20    1.35    2.58

-2148746.52    4426646.48    4044655.84    2.19    1.34    2.57

-2148745.18    4426645.54    4044652.57    2.19    1.33    2.56

-2148745.54    4426647.89    4044653.71    2.18    1.33    2.55

-2148744.96    4426646.53    4044651.94    2.17    1.32    2.54

-2148744.77    4426646.26    4044654.98    2.16    1.31    2.53

-2148745.34    4426646.66    4044653.22    2.16    1.31    2.52

-2148744.02    4426645.45    4044652.01    2.15    1.30    2.51

-2148746.14    4426648.70    4044654.72    2.14    1.29    2.50

-2148743.55    4426645.74    4044652.12    2.14    1.29    2.50

-2148746.89    4426655.32    4044667.58    1.20    0.64    1.36

-2148747.73    4426657.24    4044668.73    1.54    0.77    1.73

-2148746.97    4426655.98    4044669.61    1.55    0.77    1.73

-2148745.92    4426655.82    4044668.77    1.55    0.77    1.73

-2148746.76    4426654.96    4044669.64    1.55    0.78    1.74

-2148747.35    4426654.18    4044667.50    1.56    0.78    1.74

-2148746.28    4426655.35    4044669.35    1.56    0.78    1.74

-2148746.11    4426655.69    4044670.51    1.56    0.78    1.75

-2148746.05    4426652.96    4044667.85    1.57    0.78    1.75

-2148746.12    4426653.44    4044669.93    1.57    0.79    1.75

-2148745.24    4426653.67    4044667.57    1.57    0.79    1.76

-2148745.80    4426653.77    4044666.95    1.57    0.79    1.76

-2148745.85    4426656.23    4044668.43    1.58    0.79    1.76

-2148744.55    4426652.72    4044666.30    1.58    0.79    1.77

-2148743.38    4426650.39    4044665.86    1.58    0.79    1.77

-2148744.18    4426653.20    4044665.86    1.58    0.80    1.77

-2148742.74    4426652.55    4044666.36    1.59    0.80    1.78

-2148745.80    4426652.90    4044667.97    1.59    0.80    1.78

-2148744.03    4426651.33    4044665.58    1.59    0.80    1.78

-2148745.44    4426653.80    4044667.46    1.59    0.80    1.78

-2148743.18    4426653.14    4044665.42    1.59    0.80    1.79

-2148744.29    4426651.39    4044665.36    1.60    0.80    1.79

-2148745.05    4426652.11    4044665.81    1.60    0.81    1.79

-2148742.92    4426650.43    4044666.72    1.60    0.81    1.79

-2148743.17    4426650.35    4044665.17    1.60    0.81    1.79

-2148744.59    4426652.58    4044664.38    1.60    0.81    1.80

-2148742.15    4426650.16    4044663.80    1.60    0.81    1.80

-2148743.34    4426649.32    4044663.24    1.61    0.81    1.80

-2148740.57    4426651.28    4044663.56    1.61    0.81    1.80

-2148742.89    4426650.25    4044663.98    1.61    0.81    1.80

-2148743.97    4426649.64    4044663.64    1.61    0.81    1.80

-2148742.55    4426649.59    4044663.77    1.61    0.81    1.80

-2148742.50    4426648.41    4044662.50    1.61    0.81    1.81

-2148742.68    4426650.00    4044662.65    1.61    0.82    1.81

-2148742.65    4426648.71    4044662.73    1.61    0.82    1.81

6807699.11    -4328118.66    -58042.03    1.44    0.69    1.60

6823490.57    -4281694.76    -43278.32    1.44    0.70    1.60

20730466.60    -17621651.59    -6321983.95    1.44    0.70    1.60

-2148745.54    4426654.17    4044665.08    1.44    0.70    1.60

-2148745.43    4426652.18    4044663.91    1.44    0.70    1.60

-2148744.07    4426650.98    4044662.85    1.44    0.70    1.60

-2148744.92    4426650.43    4044663.11    1.44    0.70    1.61

-2148744.73    4426651.47    4044663.55    1.45    0.70    1.61

-2148744.17    4426651.20    4044663.46    1.45    0.70    1.61

-2148745.29    4426652.81    4044663.95    1.45    0.70    1.61

-2148744.94    4426651.61    4044664.10    1.45    0.70    1.61

-2148742.66    4426649.82    4044664.26    1.45    0.70    1.61

-2148744.86    4426653.09    4044663.83    1.45    0.70    1.61

-2148743.72    4426651.00    4044662.41    1.45    0.70    1.61

-2148743.82    4426649.87    4044661.90    1.45    0.70    1.61

-2148742.59    4426652.20    4044663.22    1.45    0.70    1.61

-2148744.08    4426651.51    4044662.45    1.45    0.71    1.61

-2148743.97    4426649.80    4044661.77    1.45    0.71    1.61

-2148741.12    4426648.64    4044661.23    1.45    0.71    1.61

-2148742.54    4426650.70    4044663.27    1.45    0.71    1.61

-2148742.97    4426650.04    4044660.74    1.45    0.71    1.62

-2148743.21    4426650.73    4044662.71    1.45    0.71    1.62

-2148742.26    4426649.63    4044661.63    1.45    0.71    1.62

-2148743.39    4426650.22    4044660.87    1.45    0.71    1.62

-2148742.44    4426649.40    4044662.39    1.45    0.71    1.62

-2148742.54    4426651.19    4044661.83    1.45    0.71    1.62

-2148741.64    4426649.25    4044660.03    1.45    0.71    1.61

-2148740.47    4426648.88    4044660.95    1.45    0.71    1.61

-2148742.28    4426649.94    4044661.15    1.45    0.71    1.61

-2148741.10    4426648.72    4044660.12    1.45    0.71    1.61

-2148740.14    4426647.52    4044658.73    1.45    0.70    1.61

-2148740.60    4426647.82    4044661.31    1.45    0.70    1.61

-2148741.96    4426650.24    4044661.69    1.45    0.70    1.61

-2148740.12    4426648.55    4044661.18    1.45    0.70    1.61

-2148741.26    4426648.57    4044659.74    1.45    0.70    1.61

-2148740.39    4426650.81    4044661.19    1.45    0.70    1.61

-2148740.84    4426649.37    4044660.59    1.45    0.70    1.61

-2148740.48    4426649.23    4044660.27    1.45    0.70    1.61

-2148739.20    4426646.95    4044657.62    1.45    0.70    1.61

-2148740.51    4426648.62    4044658.19    1.44    0.70    1.60

-2148739.99    4426648.78    4044659.80    1.44    0.70    1.60

-2148741.30    4426649.82    4044659.81    1.44    0.70    1.60

-2148741.27    4426650.00    4044659.88    1.44    0.70    1.60

-2148740.11    4426649.43    4044659.89    1.44    0.70    1.60

-2148741.17    4426648.64    4044658.32    1.44    0.70    1.60

-2148740.88    4426648.68    4044660.13    1.44    0.70    1.60

-2148740.30    4426651.02    4044661.08    1.44    0.69    1.60

-2148740.88    4426650.94    4044661.38    1.43    0.69    1.59

-2148740.14    4426647.97    4044656.92    1.43    0.69    1.59

-2148740.30    4426651.17    4044659.96    1.43    0.69    1.59

-2148741.03    4426653.15    4044660.79    1.43    0.69    1.59

-2148740.83    4426652.17    4044661.81    1.43    0.69    1.59

-2148741.75    4426652.29    4044661.92    1.43    0.69    1.58

-2148741.28    4426650.98    4044660.91    1.43    0.69    1.58

-2148741.30    4426652.76    4044661.79    1.42    0.69    1.58

-2148742.02    4426652.43    4044660.87    1.60    0.81    1.79

-2148741.20    4426651.59    4044659.28    1.60    0.81    1.79

-2148741.28    4426650.44    4044661.71    1.60    0.80    1.79

-2148739.45    4426650.93    4044661.90    1.60    0.80    1.79

-2148740.09    4426650.69    4044662.48    1.59    0.80    1.78

-2148739.33    4426649.20    4044660.45    1.59    0.80    1.78

-2148740.07    4426648.36    4044658.73    1.59    0.80    1.78

-2148739.89    4426646.82    4044659.57    1.59    0.80    1.78

-2148738.62    4426647.04    4044659.47    1.59    0.80    1.77

-2148738.90    4426647.25    4044657.13    1.58    0.80    1.77

-2148739.14    4426648.30    4044658.90    1.58    0.79    1.77

-2148739.08    4426649.24    4044659.58    1.58    0.79    1.77

-2148739.72    4426652.59    4044659.91    1.58    0.79    1.76

-2148737.77    4426645.24    4044657.31    1.57    0.79    1.76

-2148739.58    4426650.44    4044662.42    1.57    0.79    1.76

-2148739.09    4426652.13    4044662.21    1.57    0.79    1.76

-2148740.15    4426651.57    4044662.40    1.57    0.78    1.75

-2148739.96    4426648.37    4044660.46    1.57    0.78    1.75

-2148738.45    4426650.64    4044662.29    1.56    0.78    1.75

-2148739.09    4426650.59    4044661.12    1.56    0.78    1.74

-2148738.96    4426652.49    4044662.89    1.56    0.78    1.74

-2148738.40    4426648.81    4044661.35    1.56    0.77    1.74

-2148740.00    4426653.07    4044664.56    1.55    0.77    1.73

-2148739.35    4426651.24    4044660.69    1.55    0.77    1.73

-2148738.96    4426649.99    4044662.19    1.55    0.77    1.73
